district,year,planted_ha,harvested_ha,production_mt,yield(mt/ha),yield,yield_h,zyield,flag
kalulushi,2011,2563,2492,7788,3.04,3.03862660944206,3.125200642054575,0.45948491910445227,0
kalulushi,2012,3630,3043,10409,2.87,2.8674931129476584,3.4206375287545185,-0.04086017004011455,0
kalulushi,2013,3396,2946,9720,2.86,2.862190812720848,3.29938900203666,-0.056362569827414596,0
kalulushi,2014,3945,3603,12084,3.06,3.0631178707224334,3.353871773522065,0.5310903181619772,0
kalulushi,2015,3191,2630,7388,2.32,2.3152616734565967,2.809125475285171,-1.655425959208259,0
kalulushi,2016,4482,4224,12836,2.86,2.863900044622936,3.038825757575758,-0.05136526768646866,0
kalulushi,2017,3901,3806,10818,2.77,2.7731350935657524,2.8423541776142933,-0.3167358611599354,0
kalulushi,2018,2648,2501,5945,2.25,2.2450906344410875,2.377049180327869,-1.8605858810867346,0
kalulushi,2019,3148,2722,8431,2.68,2.678208386277001,3.097354886113152,-0.5942742320430672,0
kalulushi,2020,4515,4198,15677,3.47,3.4722037652270212,3.734397332062887,1.7271397330722758,0
kalulushi,2021,4049,3958,13313,3.29,3.2879723388490985,3.363567458312279,1.1885000667150358,0
kalulushi,2022,2581,2448,8028,3.11,3.110422316931422,3.2794117647058822,0.6693949039982453,0
kaoma,2011,19530,14292,39882,2.04,2.042089093701997,2.790512174643157,1.2711872988932054,0
kaoma,2012,19129,15465,33755,1.76,1.764598253959956,2.1826705463950855,0.532990381216362,0
kaoma,2013,24551,17581,46584,1.9,1.89743798623274,2.649678630339571,0.8863781939454082,0
kaoma,2014,23154,17635,38852,1.68,1.6779822060982983,2.2031187978451943,0.3025694433134573,0
kaoma,2015,25281,15915,34329,1.36,1.3578972350777263,2.1570216776625823,-0.5489388054695373,0
kaoma,2016,23506,20694,45414,1.93,1.9320173572704842,2.1945491446796175,0.9783682039183368,0
kaoma,2017,23562,18401,36295,1.54,1.5404040404040404,1.9724471496114342,-0.06342381956162148,0
kaoma,2018,22589,20651,37311,1.65,1.651733144450839,1.8067405936758512,0.2327401962720883,0
kaoma,2019,25000,10472,13097,0.52,0.52388,1.250668449197861,-2.7676388994837193,2
kaoma,2020,24486,19040,34825,1.42,1.4222412807318467,1.8290441176470589,-0.37776711484045183,0
kaoma,2021,29665,26701,43424,1.46,1.4638125737400978,1.6263061308565223,-0.26717679628774005,0
kaoma,2022,25557,21443,38255,1.5,1.4968501780334156,1.7840320850627245,-0.17928828191578425,0
kapirimposhi,2011,48651,37962,103335,2.12,2.1240056730591355,2.7220641694325907,-0.38210889916089635,0
