,planting,cname,harvest,gwad,cultivar,year,plantingyear,plantingmonth
42769,2018-10-26,livingstone,2019-02-03,5589,10,2018,2018,10
42770,2018-10-27,livingstone,2019-02-05,5550,10,2018,2018,10
42771,2018-10-27,livingstone,2019-02-05,5879,10,2018,2018,10
42772,2018-10-27,livingstone,2019-02-05,5545,10,2018,2018,10
42773,2018-10-29,livingstone,2019-02-07,5364,10,2018,2018,10
42774,2018-10-29,livingstone,2019-02-07,5488,10,2018,2018,10
42775,2018-10-29,livingstone,2019-02-07,5538,10,2018,2018,10
42776,2018-10-29,livingstone,2019-02-07,5579,10,2018,2018,10
42777,2018-10-29,livingstone,2019-02-07,5579,10,2018,2018,10
42778,2018-10-30,livingstone,2019-02-09,5377,10,2018,2018,10
42779,2018-10-31,livingstone,2019-02-10,5462,10,2018,2018,10
42780,2018-10-31,livingstone,2019-02-10,5290,10,2018,2018,10
42781,2018-10-31,livingstone,2019-02-10,5271,10,2018,2018,10
42782,2018-10-31,livingstone,2019-02-10,5480,10,2018,2018,10
42783,2018-11-01,livingstone,2019-02-11,5309,10,2018,2018,11
42784,2018-11-02,livingstone,2019-02-12,5460,10,2018,2018,11
42785,2018-11-03,livingstone,2019-02-13,5393,10,2018,2018,11
42786,2018-11-04,livingstone,2019-02-14,5324,10,2018,2018,11
42787,2018-11-04,livingstone,2019-02-14,5156,10,2018,2018,11
42788,2018-11-05,livingstone,2019-02-15,5260,10,2018,2018,11
42789,2018-11-05,livingstone,2019-02-15,5250,10,2018,2018,11
42790,2018-11-05,livingstone,2019-02-15,5255,10,2018,2018,11
42791,2018-11-06,livingstone,2019-02-20,5425,10,2018,2018,11
42792,2018-11-07,livingstone,2019-02-21,5586,10,2018,2018,11
42793,2018-11-07,livingstone,2019-02-21,5387,10,2018,2018,11
42794,2018-11-07,livingstone,2019-02-21,5346,10,2018,2018,11
42795,2018-11-07,livingstone,2019-02-21,5294,10,2018,2018,11
42796,2018-11-08,livingstone,2019-02-22,5529,10,2018,2018,11
42797,2018-11-08,livingstone,2019-02-22,6000,10,2018,2018,11
42798,2018-11-09,livingstone,2019-02-23,5409,10,2018,2018,11
42799,2018-11-10,livingstone,2019-02-25,5549,10,2018,2018,11
42800,2018-11-11,livingstone,2019-02-26,5127,10,2018,2018,11
42801,2018-11-13,livingstone,2019-03-01,5800,10,2018,2018,11
48531,2019-10-15,livingstone,2020-01-21,5134,10,2019,2019,10
48532,2019-10-16,livingstone,2020-01-22,5096,10,2019,2019,10
48533,2019-10-16,livingstone,2020-01-22,5133,10,2019,2019,10
48534,2019-10-17,livingstone,2020-01-24,5153,10,2019,2019,10
48535,2019-10-17,livingstone,2020-01-24,5553,10,2019,2019,10
48536,2019-10-18,livingstone,2020-01-26,5378,10,2019,2019,10
48537,2019-10-19,livingstone,2020-01-28,5389,10,2019,2019,10
48538,2019-10-20,livingstone,2020-01-29,5239,10,2019,2019,10
48539,2019-10-20,livingstone,2020-01-29,5290,10,2019,2019,10
48540,2019-10-21,livingstone,2020-01-31,5258,10,2019,2019,10
48541,2019-10-22,livingstone,2020-02-01,5327,10,2019,2019,10
48542,2019-10-23,livingstone,2020-02-03,5402,10,2019,2019,10
48543,2019-10-23,livingstone,2020-02-03,5434,10,2019,2019,10
48544,2019-10-23,livingstone,2020-02-03,5346,10,2019,2019,10
48545,2019-10-24,livingstone,2020-02-04,5377,10,2019,2019,10
48546,2019-10-25,livingstone,2020-02-05,5270,10,2019,2019,10
48547,2019-10-25,livingstone,2020-02-05,5199,10,2019,2019,10
48548,2019-10-25,livingstone,2020-02-05,5199,10,2019,2019,10
48549,2019-10-25,livingstone,2020-02-05,5473,10,2019,2019,10
48550,2019-10-25,livingstone,2020-02-05,5290,10,2019,2019,10
48551,2019-10-26,livingstone,2020-02-07,5569,10,2019,2019,10
48552,2019-10-26,livingstone,2020-02-07,5440,10,2019,2019,10
48553,2019-10-26,livingstone,2020-02-07,5389,10,2019,2019,10
48554,2019-10-27,livingstone,2020-02-08,5165,10,2019,2019,10
48555,2019-10-27,livingstone,2020-02-08,5354,10,2019,2019,10
48556,2019-10-29,livingstone,2020-02-11,4958,10,2019,2019,10
48557,2019-10-29,livingstone,2020-02-11,5284,10,2019,2019,10
48558,2019-10-30,livingstone,2020-02-12,4985,10,2019,2019,10
48559,2019-10-31,livingstone,2020-02-13,4992,10,2019,2019,10
48560,2019-11-01,livingstone,2020-02-15,5069,10,2019,2019,11
48561,2019-11-02,livingstone,2020-02-16,4780,10,2019,2019,11
48562,2019-11-02,livingstone,2020-02-16,4830,10,2019,2019,11
48563,2019-11-02,livingstone,2020-02-16,5127,10,2019,2019,11
48564,2019-11-03,livingstone,2020-02-16,5055,10,2019,2019,11
48565,2019-11-03,livingstone,2020-02-16,4941,10,2019,2019,11
48566,2019-11-03,livingstone,2020-02-16,5234,10,2019,2019,11
48567,2019-11-03,livingstone,2020-02-16,5094,10,2019,2019,11
48568,2019-11-03,livingstone,2020-02-16,4983,10,2019,2019,11
48569,2019-11-04,livingstone,2020-02-19,5292,10,2019,2019,11
48570,2019-11-04,livingstone,2020-02-19,5001,10,2019,2019,11
48571,2019-11-05,livingstone,2020-02-20,4924,10,2019,2019,11
48572,2019-11-07,livingstone,2020-02-21,4888,10,2019,2019,11
48573,2019-11-08,livingstone,2020-02-25,5064,10,2019,2019,11
48574,2019-11-08,livingstone,2020-02-25,5032,10,2019,2019,11
48575,2019-11-09,livingstone,2020-02-25,4760,10,2019,2019,11
48576,2019-11-09,livingstone,2020-02-25,4966,10,2019,2019,11
48577,2019-11-10,livingstone,2020-02-28,4847,10,2019,2019,11
48578,2019-11-11,livingstone,2020-02-29,5090,10,2019,2019,11
48579,2019-11-11,livingstone,2020-02-29,4722,10,2019,2019,11
48580,2019-11-12,livingstone,2020-02-29,4922,10,2019,2019,11
54305,2020-10-14,livingstone,2021-01-27,5733,10,2020,2020,10
54306,2020-10-15,livingstone,2021-01-25,5608,10,2020,2020,10
54307,2020-10-15,livingstone,2021-01-25,5214,10,2020,2020,10
54308,2020-10-16,livingstone,2021-01-27,5449,10,2020,2020,10
54309,2020-10-17,livingstone,2021-01-28,5318,10,2020,2020,10
54310,2020-10-17,livingstone,2021-01-28,5330,10,2020,2020,10
54311,2020-10-17,livingstone,2021-01-28,5191,10,2020,2020,10
54312,2020-10-17,livingstone,2021-01-28,5332,10,2020,2020,10
54313,2020-10-19,livingstone,2021-02-01,5233,10,2020,2020,10
54314,2020-10-19,livingstone,2021-02-01,5565,10,2020,2020,10
54315,2020-10-20,livingstone,2021-02-03,5546,10,2020,2020,10
54316,2020-10-20,livingstone,2021-02-03,5630,10,2020,2020,10
54317,2020-10-21,livingstone,2021-02-04,5156,10,2020,2020,10
54318,2020-10-21,livingstone,2021-02-04,5343,10,2020,2020,10
54319,2020-10-21,livingstone,2021-02-04,5490,10,2020,2020,10
54320,2020-10-22,livingstone,2021-02-05,5738,10,2020,2020,10
54321,2020-10-23,livingstone,2021-02-05,5165,10,2020,2020,10
54322,2020-10-23,livingstone,2021-02-05,5226,10,2020,2020,10
54323,2020-10-23,livingstone,2021-02-05,5173,10,2020,2020,10
54324,2020-10-23,livingstone,2021-02-05,5155,10,2020,2020,10
54325,2020-10-24,livingstone,2021-02-06,5352,10,2020,2020,10
54326,2020-10-24,livingstone,2021-02-06,5332,10,2020,2020,10
54327,2020-10-25,livingstone,2021-02-07,5112,10,2020,2020,10
54328,2020-10-25,livingstone,2021-02-07,5401,10,2020,2020,10
54329,2020-10-26,livingstone,2021-02-08,5047,10,2020,2020,10
54330,2020-10-27,livingstone,2021-02-13,5869,10,2020,2020,10
54331,2020-10-27,livingstone,2021-02-13,5499,10,2020,2020,10
54332,2020-10-27,livingstone,2021-02-13,5735,10,2020,2020,10
54333,2020-10-29,livingstone,2021-02-15,5161,10,2020,2020,10
54334,2020-10-29,livingstone,2021-02-15,5205,10,2020,2020,10
54335,2020-10-29,livingstone,2021-02-15,5544,10,2020,2020,10
54336,2020-10-30,livingstone,2021-02-16,5164,10,2020,2020,10
54337,2020-10-30,livingstone,2021-02-16,5126,10,2020,2020,10
54338,2020-10-30,livingstone,2021-02-16,5349,10,2020,2020,10
54339,2020-11-03,livingstone,2021-02-23,4997,10,2020,2020,11
54340,2020-11-03,livingstone,2021-02-23,5185,10,2020,2020,11
54341,2020-11-03,livingstone,2021-02-23,5219,10,2020,2020,11
54342,2020-11-04,livingstone,2021-02-24,5215,10,2020,2020,11
54343,2020-11-06,livingstone,2021-02-25,5133,10,2020,2020,11
54344,2020-11-06,livingstone,2021-02-25,5141,10,2020,2020,11
54345,2020-11-07,livingstone,2021-02-28,5121,10,2020,2020,11
54346,2020-11-07,livingstone,2021-02-28,5069,10,2020,2020,11
54347,2020-11-08,livingstone,2021-03-01,5104,10,2020,2020,11
54348,2020-11-08,livingstone,2021-03-01,5542,10,2020,2020,11
54349,2020-11-08,livingstone,2021-03-01,5548,10,2020,2020,11
54350,2020-11-09,livingstone,2021-03-03,5139,10,2020,2020,11
54351,2020-11-09,livingstone,2021-03-03,4984,10,2020,2020,11
54352,2020-11-11,livingstone,2021-03-04,5115,10,2020,2020,11
54353,2020-11-11,livingstone,2021-03-04,5079,10,2020,2020,11
54354,2020-11-11,livingstone,2021-03-04,4927,10,2020,2020,11
60079,2021-10-16,livingstone,2022-01-22,4922,10,2021,2021,10
60080,2021-10-16,livingstone,2022-01-22,4730,10,2021,2021,10
60081,2021-10-18,livingstone,2022-01-25,5041,10,2021,2021,10
60082,2021-10-18,livingstone,2022-01-25,5264,10,2021,2021,10
60083,2021-10-18,livingstone,2022-01-25,4957,10,2021,2021,10
60084,2021-10-18,livingstone,2022-01-25,4937,10,2021,2021,10
60085,2021-10-19,livingstone,2022-01-24,4733,10,2021,2021,10
60086,2021-10-20,livingstone,2022-01-25,4838,10,2021,2021,10
60087,2021-10-20,livingstone,2022-01-25,4876,10,2021,2021,10
60088,2021-10-24,livingstone,2022-01-31,4895,10,2021,2021,10
60089,2021-10-24,livingstone,2022-01-31,5227,10,2021,2021,10
60090,2021-10-24,livingstone,2022-01-31,4824,10,2021,2021,10
60091,2021-10-24,livingstone,2022-01-31,4833,10,2021,2021,10
60092,2021-10-25,livingstone,2022-02-01,5241,10,2021,2021,10
60093,2021-10-26,livingstone,2022-02-03,5359,10,2021,2021,10
60094,2021-10-26,livingstone,2022-02-03,5199,10,2021,2021,10
60095,2021-10-27,livingstone,2022-02-05,5473,10,2021,2021,10
60096,2021-10-28,livingstone,2022-02-07,5407,10,2021,2021,10
60097,2021-10-28,livingstone,2022-02-07,5406,10,2021,2021,10
60098,2021-10-29,livingstone,2022-02-09,5324,10,2021,2021,10
60099,2021-10-30,livingstone,2022-02-10,5191,10,2021,2021,10
60100,2021-10-31,livingstone,2022-02-11,5230,10,2021,2021,10
60101,2021-11-02,livingstone,2022-02-13,5078,10,2021,2021,11
60102,2021-11-02,livingstone,2022-02-13,5086,10,2021,2021,11
60103,2021-11-03,livingstone,2022-02-17,5199,10,2021,2021,11
60104,2021-11-03,livingstone,2022-02-17,5183,10,2021,2021,11
60105,2021-11-04,livingstone,2022-02-17,5214,10,2021,2021,11
60106,2021-11-04,livingstone,2022-02-17,5182,10,2021,2021,11
60107,2021-11-04,livingstone,2022-02-17,5223,10,2021,2021,11
60108,2021-11-05,livingstone,2022-02-17,5162,10,2021,2021,11
60109,2021-11-05,livingstone,2022-02-17,5189,10,2021,2021,11
60110,2021-11-05,livingstone,2022-02-17,5155,10,2021,2021,11
60111,2021-11-05,livingstone,2022-02-17,5165,10,2021,2021,11
60112,2021-11-05,livingstone,2022-02-17,5145,10,2021,2021,11
60113,2021-11-06,livingstone,2022-02-18,5235,10,2021,2021,11
60114,2021-11-06,livingstone,2022-02-18,5249,10,2021,2021,11
60115,2021-11-06,livingstone,2022-02-18,5242,10,2021,2021,11
60116,2021-11-06,livingstone,2022-02-18,5267,10,2021,2021,11
60117,2021-11-06,livingstone,2022-02-18,5255,10,2021,2021,11
60118,2021-11-09,livingstone,2022-02-26,5525,10,2021,2021,11
60119,2021-11-10,livingstone,2022-02-27,5979,10,2021,2021,11
60120,2021-11-10,livingstone,2022-02-27,5685,10,2021,2021,11
60121,2021-11-11,livingstone,2022-03-01,5763,10,2021,2021,11
60122,2021-11-11,livingstone,2022-03-01,5528,10,2021,2021,11
60123,2021-11-11,livingstone,2022-03-01,5778,10,2021,2021,11
60124,2021-11-11,livingstone,2022-03-01,5737,10,2021,2021,11
60125,2021-11-12,livingstone,2022-03-02,5755,10,2021,2021,11
60126,2021-11-13,livingstone,2022-03-03,6055,10,2021,2021,11
60127,2021-11-13,livingstone,2022-03-03,5474,10,2021,2021,11
60128,2021-11-13,livingstone,2022-03-03,5804,10,2021,2021,11
65955,2011-10-15,luangwa,2012-02-08,3797,1,2011,2011,10
65956,2011-10-15,luangwa,2012-02-08,3904,1,2011,2011,10
65957,2011-10-16,luangwa,2012-02-09,3772,1,2011,2011,10
65958,2011-10-16,luangwa,2012-02-09,3923,1,2011,2011,10
65959,2011-10-17,luangwa,2012-02-12,4224,1,2011,2011,10
65960,2011-10-17,luangwa,2012-02-12,4160,1,2011,2011,10
65961,2011-10-17,luangwa,2012-02-12,4225,1,2011,2011,10
65962,2011-10-18,luangwa,2012-02-14,4158,1,2011,2011,10
65963,2011-10-18,luangwa,2012-02-14,4041,1,2011,2011,10
65964,2011-10-18,luangwa,2012-02-14,4209,1,2011,2011,10
65965,2011-10-18,luangwa,2012-02-14,4182,1,2011,2011,10
65966,2011-10-19,luangwa,2012-02-15,4181,1,2011,2011,10
65967,2011-10-20,luangwa,2012-02-16,3967,1,2011,2011,10
65968,2011-10-20,luangwa,2012-02-16,4121,1,2011,2011,10
65969,2011-10-21,luangwa,2012-02-17,4095,1,2011,2011,10
65970,2011-10-21,luangwa,2012-02-17,4091,1,2011,2011,10
65971,2011-10-22,luangwa,2012-02-18,4167,1,2011,2011,10
65972,2011-10-24,luangwa,2012-02-21,4500,1,2011,2011,10
65973,2011-10-25,luangwa,2012-02-26,4149,1,2011,2011,10
65974,2011-10-26,luangwa,2012-02-28,4096,1,2011,2011,10
65975,2011-10-27,luangwa,2012-02-29,4017,1,2011,2011,10
65976,2011-10-27,luangwa,2012-02-29,4017,1,2011,2011,10
65977,2011-10-27,luangwa,2012-02-29,4017,1,2011,2011,10
65978,2011-10-27,luangwa,2012-02-29,4017,1,2011,2011,10
65979,2011-10-28,luangwa,2012-03-01,4016,1,2011,2011,10
65980,2011-10-28,luangwa,2012-03-01,4016,1,2011,2011,10
65981,2011-10-29,luangwa,2012-03-02,3942,1,2011,2011,10
65982,2011-10-29,luangwa,2012-03-02,3942,1,2011,2011,10
65983,2011-10-31,luangwa,2012-03-04,3754,1,2011,2011,10
65984,2011-10-31,luangwa,2012-03-04,3754,1,2011,2011,10
65985,2011-11-01,luangwa,2012-03-05,4043,1,2011,2011,11
65986,2011-11-01,luangwa,2012-03-05,4043,1,2011,2011,11
65987,2011-11-02,luangwa,2012-03-07,3556,1,2011,2011,11
65988,2011-11-02,luangwa,2012-03-07,3556,1,2011,2011,11
65989,2011-11-03,luangwa,2012-03-09,3460,1,2011,2011,11
65990,2011-11-04,luangwa,2012-03-09,3344,1,2011,2011,11
65991,2011-11-04,luangwa,2012-03-09,3344,1,2011,2011,11
65992,2011-11-05,luangwa,2012-03-10,3705,1,2011,2011,11
65993,2011-11-05,luangwa,2012-03-10,3705,1,2011,2011,11
65994,2011-11-06,luangwa,2012-03-11,3704,1,2011,2011,11
65995,2011-11-06,luangwa,2012-03-11,3704,1,2011,2011,11
65996,2011-11-06,luangwa,2012-03-11,3704,1,2011,2011,11
65997,2011-11-07,luangwa,2012-03-12,3611,1,2011,2011,11
65998,2011-11-09,luangwa,2012-03-12,3484,1,2011,2011,11
65999,2011-11-11,luangwa,2012-03-16,3650,1,2011,2011,11
66000,2011-11-11,luangwa,2012-03-16,3650,1,2011,2011,11
66001,2011-11-11,luangwa,2012-03-16,3650,1,2011,2011,11
66002,2011-11-12,luangwa,2012-03-20,4169,1,2011,2011,11
66003,2011-11-13,luangwa,2012-03-21,4233,1,2011,2011,11
66004,2011-11-13,luangwa,2012-03-21,4233,1,2011,2011,11
71733,2012-10-15,luangwa,2013-02-04,3361,1,2012,2012,10
71734,2012-10-15,luangwa,2013-02-04,3356,1,2012,2012,10
71735,2012-10-15,luangwa,2013-02-04,3309,1,2012,2012,10
71736,2012-10-17,luangwa,2013-02-06,3243,1,2012,2012,10
71737,2012-10-17,luangwa,2013-02-06,3243,1,2012,2012,10
71738,2012-10-17,luangwa,2013-02-06,3243,1,2012,2012,10
71739,2012-10-19,luangwa,2013-02-09,3360,1,2012,2012,10
71740,2012-10-20,luangwa,2013-02-10,3413,1,2012,2012,10
71741,2012-10-21,luangwa,2013-02-12,3446,1,2012,2012,10
71742,2012-10-22,luangwa,2013-02-13,3457,1,2012,2012,10
71743,2012-10-22,luangwa,2013-02-13,3458,1,2012,2012,10
71744,2012-10-22,luangwa,2013-02-13,3458,1,2012,2012,10
71745,2012-10-23,luangwa,2013-02-15,3591,1,2012,2012,10
71746,2012-10-24,luangwa,2013-02-17,3770,1,2012,2012,10
71747,2012-10-24,luangwa,2013-02-17,3771,1,2012,2012,10
71748,2012-10-26,luangwa,2013-02-20,3602,1,2012,2012,10
71749,2012-10-26,luangwa,2013-02-20,3602,1,2012,2012,10
71750,2012-10-26,luangwa,2013-02-20,3602,1,2012,2012,10
71751,2012-10-27,luangwa,2013-02-22,3618,1,2012,2012,10
71752,2012-10-27,luangwa,2013-02-22,3618,1,2012,2012,10
71753,2012-10-27,luangwa,2013-02-22,3618,1,2012,2012,10
71754,2012-10-27,luangwa,2013-02-22,3618,1,2012,2012,10
71755,2012-10-28,luangwa,2013-02-24,3587,1,2012,2012,10
71756,2012-10-29,luangwa,2013-02-25,3546,1,2012,2012,10
71757,2012-10-30,luangwa,2013-02-27,3433,1,2012,2012,10
71758,2012-10-31,luangwa,2013-03-01,3379,1,2012,2012,10
71759,2012-10-31,luangwa,2013-03-01,3379,1,2012,2012,10
71760,2012-10-31,luangwa,2013-03-01,3378,1,2012,2012,10
71761,2012-10-31,luangwa,2013-03-01,3376,1,2012,2012,10
71762,2012-11-01,luangwa,2013-03-03,3514,1,2012,2012,11
71763,2012-11-01,luangwa,2013-03-03,3514,1,2012,2012,11
71764,2012-11-01,luangwa,2013-03-03,3513,1,2012,2012,11
71765,2012-11-02,luangwa,2013-03-05,3565,1,2012,2012,11
71766,2012-11-02,luangwa,2013-03-05,3565,1,2012,2012,11
71767,2012-11-03,luangwa,2013-03-07,3669,1,2012,2012,11
71768,2012-11-03,luangwa,2013-03-07,3666,1,2012,2012,11
71769,2012-11-04,luangwa,2013-03-08,3687,1,2012,2012,11
71770,2012-11-04,luangwa,2013-03-08,3687,1,2012,2012,11
71771,2012-11-05,luangwa,2013-03-09,3697,1,2012,2012,11
71772,2012-11-05,luangwa,2013-03-09,3700,1,2012,2012,11
71773,2012-11-05,luangwa,2013-03-09,3697,1,2012,2012,11
71774,2012-11-05,luangwa,2013-03-09,3698,1,2012,2012,11
71775,2012-11-06,luangwa,2013-03-08,3588,1,2012,2012,11
71776,2012-11-06,luangwa,2013-03-08,3588,1,2012,2012,11
71777,2012-11-08,luangwa,2013-03-10,3582,1,2012,2012,11
71778,2012-11-08,luangwa,2013-03-10,3584,1,2012,2012,11
71779,2012-11-08,luangwa,2013-03-10,3584,1,2012,2012,11
71780,2012-11-08,luangwa,2013-03-10,3584,1,2012,2012,11
71781,2012-11-10,luangwa,2013-03-11,3813,1,2012,2012,11
71782,2012-11-11,luangwa,2013-03-14,3718,1,2012,2012,11
77514,2013-10-15,luangwa,2014-02-06,3638,1,2013,2013,10
77515,2013-10-16,luangwa,2014-02-08,3583,1,2013,2013,10
77516,2013-10-17,luangwa,2014-02-08,3619,1,2013,2013,10
77517,2013-10-17,luangwa,2014-02-08,3596,1,2013,2013,10
77518,2013-10-17,luangwa,2014-02-08,3624,1,2013,2013,10
77519,2013-10-18,luangwa,2014-02-09,3443,1,2013,2013,10
77520,2013-10-19,luangwa,2014-02-10,3359,1,2013,2013,10
77521,2013-10-19,luangwa,2014-02-10,3349,1,2013,2013,10
77522,2013-10-19,luangwa,2014-02-10,3359,1,2013,2013,10
77523,2013-10-20,luangwa,2014-02-12,3362,1,2013,2013,10
77524,2013-10-21,luangwa,2014-02-13,3358,1,2013,2013,10
77525,2013-10-22,luangwa,2014-02-15,3404,1,2013,2013,10
77526,2013-10-23,luangwa,2014-02-17,3318,1,2013,2013,10
77527,2013-10-23,luangwa,2014-02-17,3317,1,2013,2013,10
77528,2013-10-23,luangwa,2014-02-17,3318,1,2013,2013,10
77529,2013-10-24,luangwa,2014-02-19,3262,1,2013,2013,10
77530,2013-10-24,luangwa,2014-02-19,3285,1,2013,2013,10
77531,2013-10-25,luangwa,2014-02-20,3245,1,2013,2013,10
77532,2013-10-25,luangwa,2014-02-20,3261,1,2013,2013,10
77533,2013-10-25,luangwa,2014-02-20,3261,1,2013,2013,10
77534,2013-10-25,luangwa,2014-02-20,3255,1,2013,2013,10
77535,2013-10-26,luangwa,2014-02-21,3288,1,2013,2013,10
77536,2013-10-26,luangwa,2014-02-21,3288,1,2013,2013,10
77537,2013-10-27,luangwa,2014-02-22,3275,1,2013,2013,10
77538,2013-10-27,luangwa,2014-02-22,3275,1,2013,2013,10
77539,2013-10-28,luangwa,2014-02-23,3386,1,2013,2013,10
77540,2013-10-29,luangwa,2014-02-25,3459,1,2013,2013,10
77541,2013-10-30,luangwa,2014-02-26,3446,1,2013,2013,10
77542,2013-11-02,luangwa,2014-03-06,4246,1,2013,2013,11
77543,2013-11-03,luangwa,2014-03-05,4034,1,2013,2013,11
77544,2013-11-03,luangwa,2014-03-05,4035,1,2013,2013,11
77545,2013-11-03,luangwa,2014-03-05,4032,1,2013,2013,11
77546,2013-11-04,luangwa,2014-03-05,4078,1,2013,2013,11
77547,2013-11-04,luangwa,2014-03-05,4079,1,2013,2013,11
77548,2013-11-04,luangwa,2014-03-05,4079,1,2013,2013,11
77549,2013-11-05,luangwa,2014-03-06,4247,1,2013,2013,11
77550,2013-11-06,luangwa,2014-03-07,4294,1,2013,2013,11
77551,2013-11-07,luangwa,2014-03-07,4167,1,2013,2013,11
77552,2013-11-07,luangwa,2014-03-07,4168,1,2013,2013,11
77553,2013-11-08,luangwa,2014-03-08,4171,1,2013,2013,11
77554,2013-11-09,luangwa,2014-03-12,4390,1,2013,2013,11
77555,2013-11-09,luangwa,2014-03-12,4405,1,2013,2013,11
77556,2013-11-10,luangwa,2014-03-13,4290,1,2013,2013,11
77557,2013-11-10,luangwa,2014-03-13,4296,1,2013,2013,11
77558,2013-11-10,luangwa,2014-03-13,4296,1,2013,2013,11
77559,2013-11-10,luangwa,2014-03-13,4280,1,2013,2013,11
77560,2013-11-11,luangwa,2014-03-18,3872,1,2013,2013,11
77561,2013-11-11,luangwa,2014-03-18,3885,1,2013,2013,11
77562,2013-11-11,luangwa,2014-03-18,3885,1,2013,2013,11
77563,2013-11-13,luangwa,2014-03-21,3729,1,2013,2013,11
83295,2014-10-15,luangwa,2015-01-31,3634,1,2014,2014,10
83296,2014-10-16,luangwa,2015-02-02,3590,1,2014,2014,10
83297,2014-10-16,luangwa,2015-02-02,4049,1,2014,2014,10
83298,2014-10-17,luangwa,2015-02-04,3868,1,2014,2014,10
83299,2014-10-18,luangwa,2015-02-05,3711,1,2014,2014,10
83300,2014-10-19,luangwa,2015-02-07,3782,1,2014,2014,10
83301,2014-10-19,luangwa,2015-02-07,3592,1,2014,2014,10
83302,2014-10-19,luangwa,2015-02-07,3759,1,2014,2014,10
83303,2014-10-19,luangwa,2015-02-07,3782,1,2014,2014,10
83304,2014-10-19,luangwa,2015-02-07,3760,1,2014,2014,10
83305,2014-10-19,luangwa,2015-02-07,3577,1,2014,2014,10
83306,2014-10-20,luangwa,2015-02-09,3718,1,2014,2014,10
83307,2014-10-21,luangwa,2015-02-10,3585,1,2014,2014,10
83308,2014-10-21,luangwa,2015-02-10,3559,1,2014,2014,10
83309,2014-10-22,luangwa,2015-02-12,3757,1,2014,2014,10
83310,2014-10-22,luangwa,2015-02-12,3749,1,2014,2014,10
83311,2014-10-22,luangwa,2015-02-12,3708,1,2014,2014,10
83312,2014-10-22,luangwa,2015-02-12,3833,1,2014,2014,10
83313,2014-10-22,luangwa,2015-02-12,3842,1,2014,2014,10
83314,2014-10-23,luangwa,2015-02-13,3751,1,2014,2014,10
83315,2014-10-23,luangwa,2015-02-13,3751,1,2014,2014,10
83316,2014-10-24,luangwa,2015-02-15,3671,1,2014,2014,10
83317,2014-10-25,luangwa,2015-02-17,3593,1,2014,2014,10
83318,2014-10-25,luangwa,2015-02-17,3593,1,2014,2014,10
83319,2014-10-27,luangwa,2015-02-20,3613,1,2014,2014,10
83320,2014-10-27,luangwa,2015-02-20,3660,1,2014,2014,10
83321,2014-10-29,luangwa,2015-02-23,3530,1,2014,2014,10
83322,2014-10-30,luangwa,2015-02-25,3618,1,2014,2014,10
83323,2014-10-31,luangwa,2015-02-25,3599,1,2014,2014,10
83324,2014-10-31,luangwa,2015-02-25,3599,1,2014,2014,10
83325,2014-11-01,luangwa,2015-02-25,3612,1,2014,2014,11
83326,2014-11-01,luangwa,2015-02-25,3612,1,2014,2014,11
83327,2014-11-01,luangwa,2015-02-25,3612,1,2014,2014,11
83328,2014-11-02,luangwa,2015-02-24,3676,1,2014,2014,11
83329,2014-11-02,luangwa,2015-02-24,3676,1,2014,2014,11
83330,2014-11-03,luangwa,2015-02-24,3595,1,2014,2014,11
83331,2014-11-03,luangwa,2015-02-24,3595,1,2014,2014,11
83332,2014-11-04,luangwa,2015-02-28,3533,1,2014,2014,11
83333,2014-11-05,luangwa,2015-03-01,3892,1,2014,2014,11
83334,2014-11-06,luangwa,2015-03-02,3588,1,2014,2014,11
83335,2014-11-07,luangwa,2015-03-08,3654,1,2014,2014,11
83336,2014-11-08,luangwa,2015-03-09,3601,1,2014,2014,11
83337,2014-11-08,luangwa,2015-03-09,3601,1,2014,2014,11
83338,2014-11-10,luangwa,2015-03-13,3680,1,2014,2014,11
83339,2014-11-10,luangwa,2015-03-13,3680,1,2014,2014,11
83340,2014-11-10,luangwa,2015-03-13,3680,1,2014,2014,11
83341,2014-11-11,luangwa,2015-03-14,3843,1,2014,2014,11
83342,2014-11-11,luangwa,2015-03-14,3843,1,2014,2014,11
83343,2014-11-11,luangwa,2015-03-14,3843,1,2014,2014,11
83344,2014-11-12,luangwa,2015-03-15,3756,1,2014,2014,11
89071,2015-10-16,luangwa,2016-02-06,3410,1,2015,2015,10
89072,2015-10-17,luangwa,2016-02-06,3322,1,2015,2015,10
89073,2015-10-18,luangwa,2016-02-07,3422,1,2015,2015,10
89074,2015-10-18,luangwa,2016-02-07,3549,1,2015,2015,10
89075,2015-10-19,luangwa,2016-02-08,3203,1,2015,2015,10
89076,2015-10-20,luangwa,2016-02-09,3700,1,2015,2015,10
89077,2015-10-20,luangwa,2016-02-09,3762,1,2015,2015,10
89078,2015-10-21,luangwa,2016-02-10,3880,1,2015,2015,10
89079,2015-10-21,luangwa,2016-02-10,3898,1,2015,2015,10
89080,2015-10-22,luangwa,2016-02-12,3828,1,2015,2015,10
89081,2015-10-22,luangwa,2016-02-12,3924,1,2015,2015,10
89082,2015-10-22,luangwa,2016-02-12,3967,1,2015,2015,10
89083,2015-10-22,luangwa,2016-02-12,3928,1,2015,2015,10
89084,2015-10-24,luangwa,2016-02-18,4054,1,2015,2015,10
89085,2015-10-25,luangwa,2016-02-19,4034,1,2015,2015,10
89086,2015-10-25,luangwa,2016-02-19,4046,1,2015,2015,10
